selected_text,analyzed_polarity,sentiment_class
Catching up on 2 weeks of LOST and Grey`s!!    House is quiet again.,0.46875,positive
me smile.,0.3,positive
I`m kinda o sick n tired,-0.5571428571428572,negative
boo.,0.0,neutral
hey Phillll! Wazzuppppp?!,0.0,neutral
missed out,0.0,neutral
.great.,0.0,neutral
"finally gone to the beach, yeaaaah!",0.0,neutral
awesome,1.0,positive
"last weekday of doing nothing, school starts next week!!!",0.0,neutral
Gorgeous GIRL!,0.875,positive
hysterical,-1.0,negative
"ok, i have to turn off all of my twitter device updates until i get a new battery. phone goes from fully charged to dead in about 5 hours",0.14545454545454545,positive
michelle is a hot mama with chichis grande,0.25,positive
you do rock that much,0.2,positive
no one I know likes boiled peanuts t.,0.0,neutral
loved,0.7,positive
ugh! These **** tonsils.,0.0,neutral
Please get a cell phone with a better camera on it... your pictures are real bad quality compared to those that Miley took,-0.25,negative
"bless,",0.0,neutral
good fun,0.5,positive
lost,0.0,neutral
though that isn`t going so well.,0.0,neutral
Hoooray!  I`m hooked already,0.0,neutral
good,0.7,positive
I agree. Everybody would`ve been excited and then it goes... ohhhh nooooo..... MS screws up again..,0.375,positive
Edge left me off the contributors list in this month`s issue.,0.0,neutral
"ooo Growl and Yummy time coming soon for you too huh oh yeah, I have been hunting for a combo tshirt, think I can find one?  NO",0.0,neutral
im back to this z-index problem...again,0.0,neutral
so bored at work...,-0.5,negative
hating,0.0,neutral
www.myspace.com/fashionisthenextcity  check out and started new tee`s  limited edition in different ways !! check facebook group too,0.021645021645021644,positive
'They' being the husband or the girl?,0.0,neutral
Thinking of what I should do in Vegas??? Any good ideas or places that are a most see!??,0.6625,positive
sucks!!,-0.46875,negative
Hi to one kiwi artist from another kiwi artis,0.0,neutral
Happy Mother`s Day,0.8,positive
oooo ok   why  havent you accepted my friends reque,0.5,positive
sorry,-0.5,negative
no,0.0,neutral
love good causes,0.6,positive
Not available in my area,-0.2,negative
Its Friday! Only 5 more hours until I`m free!.....until tomorrow.  oh well,0.25,positive
meeting just in time that iï¿½m trying to win something  prize`s friday!,1.0,positive
cramps,0.0,neutral
thank you,0.0,neutral
"`s plans didn`t go as followed, but its ok",0.5,positive
_what_ did you do?  Let me guess... you skipped sports and bought a new pinkish outfit?,0.13636363636363635,positive
where is the rain please come out,0.0,neutral
My pleasure,0.0,neutral
FML,0.0,neutral
"funny,",0.25,positive
grouchy,0.0,neutral
worse.,-0.4,negative
I don`t have the app that does it,0.0,neutral
would help me study for the aptitude tests,0.0,neutral
out for supper tonight with kurumi in 10 minutes,0.0,neutral
cute.,0.5,positive
Loved,0.7,positive
hi mariah,0.0,neutral
_Yours13 I`m not at home with my cats right now!,0.3571428571428571,positive
my inbox is still empty,-0.1,negative
I`m such a rebel!,0.0,neutral
.i`m sorry,-0.5,negative
nice,0.6,positive
Exam 1 today. Going to get my license renewed  The birthday is getting closer!,0.0,neutral
love!!,0.78125,positive
Thinks its gonna rain,0.0,neutral
good.,0.7,positive
"Yrbook signing w/ evryone was fun, I`m gna miss evrything",0.3,positive
lost,0.0,neutral
so not close enough that I could run out and get one,0.0,neutral
That was stone cold   Crazy.,-0.6,negative
totally having austin powers withdrawl symptons and Darrius withdrawl symptoms and mommy and minne withdrawl syamptoms.,0.0,neutral
they were so pretty,0.25,positive
Senior`s last day.,0.0,neutral
.no one will help me,0.0,neutral
thanks,0.2,positive
Thanks,0.2,positive
"- we`re getting closer rather than further from REAL lobby dates - Chicago, BlogHer09 - squee!!!",0.1953125,positive
Has lost his vocie and Adele is laughing at me LOL and still wondering why I`m in college on me week off,0.8,positive
oh sorry! not getting all my replies  nothing against you.,-0.625,negative
"Pray for my Uncle,",0.0,neutral
"! Gonna scare Rachel with Quarantine tonight, this shall be fun",0.3,positive
omg i wanted to slap her.,0.0,neutral
watching the simpsons,0.0,neutral
very special`s,0.2,positive
great,0.8,positive
"Has work very, very soon. Way too soon!",0.325,positive
phaket.  what did anneliese want to do?,0.0,neutral
mad,-0.625,negative
Thanks,0.2,positive
I`m hungry  wife is at a Bodyshop Party and is bringing a takeaway home with her - how much longer will the party go on?,0.2,positive
Such a pretty baby!,0.15625,positive
Invite them to your house instead,0.0,neutral
I`m a bit Ben`s Thai-ed out,0.0,neutral
#stackeoverflow,0.0,neutral
cute..,0.5,positive
Dead stopped in the express lane. This would happen when I choose to take it. No way out now. Ugh. Hopefully this gets moving,-0.2,negative
_OKeefe Yay! You`re on Twitter! You`re my secret celeb crush!  (too much info??),-0.15,negative
k  thank,0.0,neutral
fail at life sometimes.,-0.5,negative
WISH,0.0,neutral
*points at the gear question I just posted* I cant get the rest of my Dreadweave set,0.0,neutral
"You remind me so much of a Omaha Girl, that I use to date.  I guess it all in the Jeans, (Calvin Kleins is what she wore).",0.2,positive
. He gives Twitter tips. Hope this helps,0.0,neutral
I loved him,0.7,positive
... LOL Than,0.8,positive
gorgeous!,0.875,positive
I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work,0.0,neutral
My laptop grew speakers. Now I can watch Charlie with the sound on,0.4,positive
rofl uh huh,0.8,positive
funny!,0.3125,positive
"doesn`t that look fab,",0.0,neutral
deadlines!,0.0,neutral
terrible,-1.0,negative
irrelevant.,-0.5,negative
I`m too sick to go outside,-0.35714285714285715,negative
good,0.7,positive
excited,0.375,positive
we won`t be home till like next month,0.0,neutral
"love,",0.5,positive
bad,-0.6999999999999998,negative
screwed,0.0,neutral
just got laid off. Lots of people becoming unemployed,0.45,positive
e bestttt,0.0,neutral
easties you can go there anytime,0.0,neutral
like,0.0,neutral
"lemme guess - you ran 5 miles at the gym, and are waking your kids up, and then going to the beach and / or recording studio?",0.0,neutral
i never knew a dentention was so hard,-0.2916666666666667,negative
fun,0.3,positive
my nail broke  I haaaaaaaaate,0.0,neutral
IS disappointing,-0.6,negative
yep,0.0,neutral
Love,0.5,positive
. I hope Avalina isn`t a dud!,0.0,neutral
Anyone want to buy me this anthropomorphic planter? http://tinyurl.com/m6sru3 Only available till the 31st,0.2,positive
"It`s a beautiful day outside today, shame I`m stuck in the office with the blinds shut to stop glare.",0.425,positive
Woke up and there was sun! And then it started to rain,0.0,neutral
and  the Creative VADO`s are out of stock at walmart.com (missed it)  but thanks for tweeting about,0.35,positive
hates,0.0,neutral
Lovely,0.5,positive
Flap-a-taco was nice until the plebs came in.,0.6,positive
celebrate,0.0,neutral
"am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!",0.1953125,positive
better,0.5,positive
wow-you ride HARD!,-0.36458333333333337,negative
check out the flyer i designed for the notary and retrograde: http://rachellovespeace.blogspot.com let me know what you think,0.0,neutral
Thanks! Welcome back!,0.35000000000000003,positive
t sucks,-0.3,negative
sore head,0.0,neutral
"at the office, trying to solve the mystery of whose blood is that in the  bathroom toilet.... eewwwww",-0.03333333333333333,negative
awwww..I love him! His car was soooo CUTE tonight!! I love me some Carl..My 10yr old is sad now..LOL..,0.30125,positive
Bryan hasn`t replied about wingnuts,0.0,neutral
Watching southpark for another 20 minutes,0.0,neutral
e`s amazi,0.0,neutral
LMAO...Ha!,0.0,neutral
stupid,-0.7999999999999999,negative
Tried on all the shoes in new look,0.13636363636363635,positive
its too early  i wanna go back to sleeep,0.05,positive
"I don`t think I am, my sisters refusn to get me a ticket now.",0.0,neutral
oh wow...hope he`s ok  u take him 2 the vet?,0.5,positive
"He died.  Wait, what about Magic Jack? I just read it.",0.5,positive
i`ve just woken up,0.0,neutral
love,0.5,positive
one of the greatest dinners ever:,1.0,positive
nooooo its raining..,0.0,neutral
Shower. Class. More class. Taking care of my lady-friend.,0.5,positive
great,0.8,positive
great,0.8,positive
"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody",0.7333333333333334,positive
i LOVED,0.7,positive
Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,0.0,neutral
The World is just amazing!,0.7500000000000001,positive
i am completely lost.,0.1,positive
@ gadgetopia need to DM you but you`re not following me.   Will send email.,0.0,neutral
cute!,0.625,positive
got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.,0.5,positive
silly,-0.5,negative
just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,0.5666666666666667,positive
beasted,0.0,neutral
I`ll be listening!,0.0,neutral
oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them,0.0,neutral
sitting at home doing nothing. gonna be like this all weekend,0.0,neutral
UNSALVAGEABLE,0.0,neutral
flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit thoug,0.65,positive
I think i should go to sleep considering i hav to b up on 3hrs....,0.0,neutral
If I told you how often I wash my hair you would never speak to me again,0.0,neutral
ended up inventing my own.,0.6,positive
seems to have disappeared out of my life,0.0,neutral
"HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...",0.8,positive
ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???,-0.25,negative
haha!,0.25,positive
best,1.0,positive
"****,",0.0,neutral
aww,0.3,positive
nothing fair,0.7,positive
I am going to see how long I can do this for.,-0.05,negative
"You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!",1.0,positive
PRD take a long time to review!,-0.0625,negative
"well,",0.0,neutral
i`m going to fail this final.,-0.25,negative
", Thx",0.0,neutral
how sad! are you saying that I`m fat?  *tears*,-0.625,negative
why thank you. I might just take you up on your offer,0.0,neutral
can`t find it anywhere!,0.0,neutral
i have a major headache,0.0625,positive
ch fu,0.0,neutral
Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!,0.6103515625,positive
"Stupid me,",-0.7999999999999999,negative
very relaxing,0.2,positive
yessir that is 100% right,0.2857142857142857,positive
Night!,0.0,neutral
GREAT,0.8,positive
sad.,-0.5,negative
Too warm!!!,1.0,positive
Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,0.2,positive
well hit me and we can see...it depends then,0.0,neutral
thanx,0.0,neutral
very cute,0.65,positive
good,0.7,positive
shower time!!!!!,0.0,neutral
COOOOOOOOOL... DOOOOOOOOOWN... Patience... Is... Virtue...,0.0,neutral
"Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j",0.0,neutral
i cant call  im at work,0.0,neutral
expensive.,-0.5,negative
So tired &,-0.4,negative
Happy,0.8,positive
am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,-0.3333333333333333,negative
GOODNIGHT,0.0,neutral
doesnt have a hangover  and is getting ready for a good ol` english fry up,0.3,positive
Waiting to put my story about Stereo Skyline up. Don`t know where to put it. BOOOO,0.0,neutral
Working now,0.0,neutral
Just at Starbucks with Farrah!,0.0,neutral
@ ginniejean there`s a lot of mojo all over the place...  yes.,0.0,neutral
third date went well....moving on to fourth!!!!!!,0.0,neutral
Mad tired. But it`s the hols! I miss chomp chomp terribly!,-0.7083333333333334,negative
is finally starting her assignments,0.0,neutral
Good,0.7,positive
good,0.7,positive
glad,0.5,positive
Missing,-0.2,negative
It just had to rain on me,0.0,neutral
yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,0.1111111111111111,positive
I miss u guys too  I prob won`t b bk til august sumtime,0.0,neutral
"Okay, make sure he`s alright kk? Cuidalo. Let him know he`s a got friend in us aha..",0.5,positive
It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,0.009999999999999998,positive
trying to figure it out,0.0,neutral
_bob7 I`ll update you. I had to leave him at the vet for tests and xrays.,0.0,neutral
Went to see hannah montana movie on saturday  loved it .... still cant work twitter out though,0.7,positive
i`m a victim,-0.07500000000000001,negative
i would slip and fall..,0.0,neutral
looking forward to it,0.0,neutral
well paisley has one of those cone things around her head...SO funny but I feel bad for her,-0.22499999999999992,negative
a stop,0.0,neutral
can`t wait to november for Jobros concert !,0.0,neutral
been there done that. It always ended up with me selling the machine and going back to my mac,0.0,neutral
but I feel sorry for Marcus though.,-0.5,negative
is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours,-0.15000000000000002,negative
http://twitpic.com/4jken - fire and urban at rock challenge,0.0,neutral
